Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
190071015-90E,190071015,08/17/2019,PUBLIC INTOXICATION,08/17/2019 01:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 MAIN ST,FORT WORTH,TX,A15,Central,9,C,21,21 RESTAURANT,"(32.755651954393876, -97.33202622713269)"
190071013-90E,190071013,08/17/2019,PUBLIC INTOXICATION,08/17/2019 01:38:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7800 SUMMER CREEK DR,FORT WORTH,TX,J16,,6,C,18,18 PARKING LOT/GARAGE,"(32.63024554279747, -97.40721638818248)"
190070966-90E,190070966,08/16/2019,PUBLIC INTOXICATION,08/16/2019 11:10:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 SAPPINGTON PL,FORT WORTH,TX,L12,,,A,20,20 RESIDENCE/HOME,"(32.72952837654646, -97.4333288854679)"
190070866-90E,190070866,08/16/2019,PUBLIC INTOXICATION,08/16/2019 04:02:11 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 BLEVINS ST,FORT WORTH,TX,A13,,,C,20,20 RESIDENCE/HOME,"(32.77116818244611, -97.3008045664603)"
190070663-90E,190070663,08/15/2019,PUBLIC INTOXICATION,08/15/2019 11:54:54 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6700 CALMONT AVE,FORT WORTH,TX,L12,,,C,20,20 RESIDENCE/HOME,"(32.7342218296171, -97.4335399706792)"
190070636-90E,190070636,08/15/2019,PUBLIC INTOXICATION,08/15/2019 10:21:04 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 JONES ST,FORT WORTH,TX,A15,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.75249311979229, -97.32669496344886)"
190070620-90E,190070620,08/15/2019,PUBLIC INTOXICATION,08/15/2019 09:28:26 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4100 E LANCASTER AVE EB,FORT WORTH,TX,G14,,,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.74073140483508, -97.26355542280768)"
190070323-90E,190070323,08/14/2019,PUBLIC INTOXICATION,08/14/2019 11:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 WILLIAMS RD,FORT WORTH,TX,H13,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.76505002472772, -97.20079998510734)"
190069984-90J,190069984,08/14/2019,PUBLIC INTOXICATION,08/14/2019 02:50:00 AM,90J,PC 30.05(A)(1)(2) Criminal Trespass Habit 90J TRES,3700 AVE N,FORT WORTH,TX,G12,,,C,20,20 RESIDENCE/HOME,"(32.8108145059442, -97.31502041008702)"
190069984-90E,190069984,08/14/2019,PUBLIC INTOXICATION,08/14/2019 02:50:00 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,3700 AVE N,FORT WORTH,TX,G12,,,C,37,37 ABANDONED/CONDEMNED STRUCTURE,"(32.8108145059442, -97.31502041008702)"
190069876-90E,190069876,08/13/2019,PUBLIC INTOXICATION,08/13/2019 06:20:31 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1700 GALVESTON AVE,FORT WORTH,TX,B16,Central,9,C,18,18 PARKING LOT/GARAGE,"(32.72589217188158, -97.32733418530877)"
190069643-90E,190069643,08/13/2019,PUBLIC INTOXICATION,08/13/2019 12:24:36 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1100 HEMPHILL ST,FORT WORTH,TX,B16,,,C,7,07 CONVENIENCE STORE,"(32.733017100815196, -97.33152352491273)"
190069602-90Z,190069602,08/12/2019,PUBLIC INTOXICATION,08/12/2019 09:44:00 PM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,3000 LACKLAND RD,FORT WORTH,TX,L12,,,C,18,18 PARKING LOT/GARAGE,"(32.73124385924222, -97.4345887486086)"
190069602-90E,190069602,08/12/2019,PUBLIC INTOXICATION,08/12/2019 09:44:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 LACKLAND RD,FORT WORTH,TX,L12,,,C,18,18 PARKING LOT/GARAGE,"(32.73124385924222, -97.4345887486086)"
190069272-90E,190069272,08/12/2019,PUBLIC INTOXICATION,08/12/2019 02:07:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE,FORT WORTH,TX,,,,C,3,03 BAR/NIGHT CLUB,"(32.748276217174485, -97.36028189615641)"
190069235-90E,190069235,08/11/2019,PUBLIC INTOXICATION,08/11/2019 09:46:56 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2000 S JENNINGS AVE,FORT WORTH,TX,B16,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.72216877501042, -97.3299375349844)"
190069213-90E,190069213,08/11/2019,PUBLIC INTOXICATION,08/11/2019 08:47:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,,9,C,3,03 BAR/NIGHT CLUB,"(32.748386157838894, -97.36028023686534)"
190053022-90E,190053022,06/19/2019,PUBLIC INTOXICATION,06/19/2019 10:39:30 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4500 MILLER AVE,FORT WORTH,TX,I14,South,8,C,18,18 PARKING LOT/GARAGE,"(32.698941343360005, -97.26298914582262)"
190052972-90E,190052972,06/19/2019,PUBLIC INTOXICATION,06/19/2019 07:38:18 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 HEMPHILL ST,FORT WORTH,TX,B14,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.707657044286535, -97.33169936882)"
190052886-90E,190052886,06/19/2019,PUBLIC INTOXICATION,06/19/2019 02:57:27 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4800 EDWARDS RANCH RD,FORT WORTH,TX,K17,,,C,18,18 PARKING LOT/GARAGE,"(32.70737229433471, -97.39478231930907)"
190052717-90E,190052717,06/19/2019,PUBLIC INTOXICATION,06/19/2019 04:09:45 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5300 BRENTWOOD STAIR RD,FORT WORTH,TX,G13,East,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75998960473875, -97.23963049348475)"
190052052-90E,190052052,06/17/2019,PUBLIC INTOXICATION,06/17/2019 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1900 N RIVERSIDE DR,FORT WORTH,TX,A13,Central,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.78675839852251, -97.30146201635077)"
190052049-90E,190052049,06/17/2019,PUBLIC INTOXICATION,06/17/2019 02:02:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190052042-90E,190052042,06/17/2019,PUBLIC INTOXICATION,06/17/2019 12:33:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,800 W BELKNAP ST,FORT WORTH,TX,A16,,,C,7,07 CONVENIENCE STORE,"(32.755165383442794, -97.33867686808536)"
190052033-90E,190052033,06/17/2019,PUBLIC INTOXICATION,06/16/2019 11:19:29 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 W 7TH ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.751194630008285, -97.35842045272925)"
190035994-90E,190035994,04/28/2019,PUBLIC INTOXICATION,04/28/2019 12:37:19 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190035926-90J,190035926,04/27/2019,PUBLIC INTOXICATION,04/27/2019 07:18:22 PM,90J,PC 30.05(A) Criminal Trespass 90J TRESPASS OF REAL,600 CONGRESS ST,FORT WORTH,TX,A11,Central,2,C,50,50 PARK/PLAYGROUND,"(32.75909475271814, -97.34284786451636)"
190035926-90E,190035926,04/27/2019,PUBLIC INTOXICATION,04/27/2019 07:18:22 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,600 CONGRESS ST,FORT WORTH,TX,A11,Central,2,C,50,50 PARK/PLAYGROUND,"(32.75909475271814, -97.34284786451636)"
190035925-90E,190035925,04/27/2019,PUBLIC INTOXICATION,04/27/2019 08:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 PHEASANT GLEN,FORT WORTH,TX,I17,South,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.6398473908046, -97.27674985769576)"
190035900-90E,190035900,04/27/2019,PUBLIC INTOXICATION,04/27/2019 05:23:57 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,600 CONGRESS ST,FORT WORTH,TX,A11,,,C,50,50 PARK/PLAYGROUND,"(32.75909475271814, -97.34284786451636)"
190035857-90E,190035857,04/27/2019,PUBLIC INTOXICATION,04/27/2019 02:31:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5600 WESTCREST DR,FORT WORTH,TX,J13,,,C,20,20 RESIDENCE/HOME,"(32.66307884414098, -97.3521673605325)"
190015775-90Z,190015775,02/22/2019,PUBLIC INTOXICATION,02/22/2019 02:47:00 AM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,2900 MORTON ST,FORT WORTH,TX,K12,,,C,25,25 OTHER/UNKNOWN,"(32.74929856052944, -97.35845699293984)"
190015775-90E,190015775,02/22/2019,PUBLIC INTOXICATION,02/22/2019 02:47:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 MORTON ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74929856052944, -97.35845699293984)"
190015613-90E,190015613,02/21/2019,PUBLIC INTOXICATION,02/21/2019 03:05:50 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 S HULEN ST,FORT WORTH,TX,K15,West,3,C,21,21 RESTAURANT,"(32.70844185929348, -97.38739833351998)"
190015370-90E,190015370,02/20/2019,PUBLIC INTOXICATION,02/20/2019 07:05:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1600 ROGERS RD,FORT WORTH,TX,K11,West,9,C,25,25 OTHER/UNKNOWN,"(32.72813956675804, -97.36482633474897)"
190015365-90E,190015365,02/20/2019,PUBLIC INTOXICATION,02/20/2019 06:15:43 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 THROCKMORTON ST,FORT WORTH,TX,A15,Central,9,C,18,18 PARKING LOT/GARAGE,"(32.75630853881962, -97.33455420617913)"
190015134-90E,190015134,02/20/2019,PUBLIC INTOXICATION,02/20/2019 04:01:08 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3800 MARKS PL,FORT WORTH,TX,L14,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71617030372955, -97.43944331282727)"
190015123-90E,190015123,02/20/2019,PUBLIC INTOXICATION,02/20/2019 01:17:36 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 NARA VISTA TRL,FORT WORTH,TX,B17,,,C,20,20 RESIDENCE/HOME,"(32.70862684779696, -97.308423002643)"
190015107-90E,190015107,02/19/2019,PUBLIC INTOXICATION,02/19/2019 10:23:55 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3800 GREAT OAK RD,FORT WORTH,TX,H17,,,C,18,18 PARKING LOT/GARAGE,"(32.81666792648797, -97.0680120862529)"
190015012-90E,190015012,02/19/2019,PUBLIC INTOXICATION,02/19/2019 05:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,14400 STATLER BLVD,FORT WORTH,TX,H17,East,5,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.81913449814282, -97.05368555728296)"
190015012-35A,190015012,02/19/2019,PUBLIC INTOXICATION,02/19/2019 05:00:00 PM,35A,HSC 481.121(B)(1) Poss Marij <=2OZ 35A DRUG/NARCOT,14400 STATLER BLVD,FORT WORTH,TX,H17,East,5,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.81913449814282, -97.05368555728296)"
190014799-90Z,190014799,02/19/2019,PUBLIC INTOXICATION,02/19/2019 02:01:32 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.750109143952685, -97.35663223515557)"
190014799-90E,190014799,02/19/2019,PUBLIC INTOXICATION,02/19/2019 02:01:32 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.750109143952685, -97.35663223515557)"
190014793-90E,190014793,02/19/2019,PUBLIC INTOXICATION,02/19/2019 01:21:12 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74838751946538, -97.36040657506226)"
190014607-90E,190014607,02/18/2019,PUBLIC INTOXICATION,02/18/2019 12:10:00 PM,90E,PC 49.021 Public Intoxication w/3 prior cv 90E DRU,800 E BERRY ST,FORT WORTH,TX,I12,,8,C,24,24 SPECIALTY STORE,"(32.705867702943955, -97.31936590867573)"
190014498-90E,190014498,02/17/2019,PUBLIC INTOXICATION,02/17/2019 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5700 CALLOWAY PL,FORT WORTH,TX,D13,Northwest,7,C,18,18 PARKING LOT/GARAGE,"(32.76707314943448, -97.40791984778751)"
190014498-35A,190014498,02/17/2019,PUBLIC INTOXICATION,02/17/2019 12:00:00 AM,35A,HSC 481.116(D) Poss CS PG 2 >=4G<400G 35A DRUG/NAR,5700 CALLOWAY PL,FORT WORTH,TX,D13,Northwest,7,C,18,18 PARKING LOT/GARAGE,"(32.76707314943448, -97.40791984778751)"
190014497-90E,190014497,02/18/2019,PUBLIC INTOXICATION,02/18/2019 02:32:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.748276217174485, -97.36028189615641)"
190014491-90Z,190014491,02/18/2019,PUBLIC INTOXICATION,02/18/2019 01:26:00 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,900 FOCH ST,FORT WORTH,TX,K12,,9,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190014491-90E,190014491,02/18/2019,PUBLIC INTOXICATION,02/18/2019 01:26:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,9,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190011143-90E,190011143,02/06/2019,PUBLIC INTOXICATION,02/06/2019 01:57:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 JONES ST,FORT WORTH,TX,A15,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.75249311979229, -97.32669496344886)"
190011033-90E,190011033,02/06/2019,PUBLIC INTOXICATION,02/06/2019 02:50:01 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 N HOUSTON ST,FORT WORTH,TX,C13,,,C,18,18 PARKING LOT/GARAGE,"(32.78994624357447, -97.35157117548712)"
190011031-90E,190011031,02/06/2019,PUBLIC INTOXICATION,02/06/2019 01:53:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,10200 VINTAGE DR,FORT WORTH,TX,E14,North,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.92459889722602, -97.29826562305857)"
190010978-90E,190010978,02/05/2019,PUBLIC INTOXICATION,02/05/2019 09:25:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6400 MC CART AVE,FORT WORTH,TX,J15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.65096102651065, -97.3660431636058)"
190010890-90E,190010890,02/05/2019,PUBLIC INTOXICATION,02/05/2019 04:29:04 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4700 E ROSEDALE ST,FORT WORTH,TX,G15,East,5,C,4,04 CHURCH/SYNAGOGUE/TEMPLE,"(32.73126829712229, -97.2527594425696)"
190010890-90C,190010890,02/05/2019,PUBLIC INTOXICATION,02/05/2019 04:29:04 PM,90C,PC 42.05 Disrupt Meeting/Procession 90C DISORDERLY,4700 E ROSEDALE ST,FORT WORTH,TX,G15,East,5,C,4,04 CHURCH/SYNAGOGUE/TEMPLE,"(32.73126829712229, -97.2527594425696)"
190010684-90E,190010684,02/05/2019,PUBLIC INTOXICATION,02/05/2019 01:26:08 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5900 E LANCASTER AVE EB,FORT WORTH,TX,G19,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73628622939902, -97.22978984934711)"
190010684-35B,190010684,02/05/2019,PUBLIC INTOXICATION,02/05/2019 01:26:08 AM,35B,GC 084 Possession of Drug Paraphenalia 35B DRUG EQ,5900 E LANCASTER AVE EB,FORT WORTH,TX,G19,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73628622939902, -97.22978984934711)"
190010649-90E,190010649,02/04/2019,PUBLIC INTOXICATION,02/04/2019 09:57:42 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 HOUSTON ST,FORT WORTH,TX,A15,,,C,3,03 BAR/NIGHT CLUB,"(32.75161872148123, -97.33032930833772)"
190010643-90E,190010643,02/04/2019,PUBLIC INTOXICATION,02/04/2019 09:18:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 W MAGNOLIA AVE,FORT WORTH,TX,B14,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.73058819849508, -97.33348985156331)"
190010643-13B,190010643,02/04/2019,PUBLIC INTOXICATION,02/04/2019 09:18:00 PM,13B,PC 22.01(A)(1) Assault Causes B/I 13B SIMPLE ASSAU,900 W MAGNOLIA AVE,FORT WORTH,TX,B14,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.73058819849508, -97.33348985156331)"
190010639-90E,190010639,02/04/2019,PUBLIC INTOXICATION,02/04/2019 09:24:45 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2200 JACKSBORO HWY NB,FORT WORTH,TX,D11,,,C,18,18 PARKING LOT/GARAGE,"(32.783241524161845, -97.3776094198038)"
190010639-35B,190010639,02/04/2019,PUBLIC INTOXICATION,02/04/2019 09:24:45 PM,35B,GC 084 Possession of Drug Paraphenalia 35B DRUG EQ,2200 JACKSBORO HWY NB,FORT WORTH,TX,D11,,,C,18,18 PARKING LOT/GARAGE,"(32.783241524161845, -97.3776094198038)"
190010507-90E,190010507,02/04/2019,PUBLIC INTOXICATION,02/04/2019 01:35:14 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3600 PECOS ST,FORT WORTH,TX,I14,,,C,53,53 SCHOOL-ELEMENTARY/SECONDARY,"(32.68820694470756, -97.27142557289797)"
190010332-90E,190010332,02/03/2019,PUBLIC INTOXICATION,02/03/2019 09:20:17 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5200 MARTIN ST,FORT WORTH,TX,I14,,,C,18,18 PARKING LOT/GARAGE,"(32.689030469659215, -97.24488658285227)"
190010213-90E,190010213,02/03/2019,PUBLIC INTOXICATION,02/03/2019 11:49:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 E LANCASTER AVE WB,FORT WORTH,TX,G11,,,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.73994213858121, -97.27930313875578)"
190010135-90E,190010135,02/03/2019,PUBLIC INTOXICATION,02/03/2019 02:45:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 CROCKET ST,FORT WORTH,TX,,,,C,3,03 BAR/NIGHT CLUB,"(32.75021235804681, -97.35843407938123)"
190010120-90E,190010120,02/03/2019,PUBLIC INTOXICATION,02/03/2019 02:03:51 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 CURRIE ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74828055042699, -97.35848127940311)"
190010117-90Z,190010117,02/03/2019,PUBLIC INTOXICATION,02/03/2019 01:34:38 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190010117-90E,190010117,02/03/2019,PUBLIC INTOXICATION,02/03/2019 01:34:38 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190010117-13B,190010117,02/03/2019,PUBLIC INTOXICATION,02/03/2019 01:34:38 AM,13B,PC 22.01(B)(1) Assault Pub Servant 13B SIMPLE ASSA,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190010115-90E,190010115,02/04/2019,PUBLIC INTOXICATION,02/03/2019 01:50:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190010111-90E,190010111,02/03/2019,PUBLIC INTOXICATION,02/03/2019 01:31:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 ELLIS AVE,FORT WORTH,TX,,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.78719430475641, -97.35035666692742)"
190010107-90E,190010107,02/03/2019,PUBLIC INTOXICATION,02/03/2019 01:06:01 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190010100-90E,190010100,02/03/2019,PUBLIC INTOXICATION,02/03/2019 12:46:58 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190010091-90E,190010091,02/03/2019,PUBLIC INTOXICATION,02/03/2019 12:12:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190010087-90E,190010087,02/02/2019,PUBLIC INTOXICATION,02/02/2019 11:37:14 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 WESTERN CENTER BLVD,FORT WORTH,TX,E11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.86091677812066, -97.31591163637187)"
190010061-90E,190010061,02/02/2019,PUBLIC INTOXICATION,02/02/2019 09:25:10 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 W IH 20 FWY,FORT WORTH,TX,I17,South,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.66681689071594, -97.32058136098838)"
190009979-90E,190009979,02/02/2019,PUBLIC INTOXICATION,02/02/2019 04:15:13 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5400 RAMEY AVE,FORT WORTH,TX,G15,East,5,C,18,18 PARKING LOT/GARAGE,"(32.72119286705663, -97.23910884255193)"
190009878-90E,190009878,02/02/2019,PUBLIC INTOXICATION,02/02/2019 06:50:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 W BELKNAP ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75690826992309, -97.33539240501146)"
190009878-13C,190009878,02/02/2019,PUBLIC INTOXICATION,02/02/2019 06:50:00 AM,13C,PC 36.061 Obstruct Retaliation 13C INTIMIDATION 13,300 W BELKNAP ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75690826992309, -97.33539240501146)"
190009865-90E,190009865,02/02/2019,PUBLIC INTOXICATION,02/02/2019 03:11:09 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7487238941545, -97.3565205859467)"
190009863-90E,190009863,02/02/2019,PUBLIC INTOXICATION,02/02/2019 03:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.750109143952685, -97.35663223515557)"
190009860-90E,190009860,02/02/2019,PUBLIC INTOXICATION,02/02/2019 02:10:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190009854-90E,190009854,02/02/2019,PUBLIC INTOXICATION,02/02/2019 01:40:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 MC GEE ST,FORT WORTH,TX,H14,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7397756423288, -97.22013172082949)"
190009853-90E,190009853,02/02/2019,PUBLIC INTOXICATION,02/02/2019 12:34:02 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2300 ELLIS AVE,FORT WORTH,TX,C13,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7862809503622, -97.35036452415032)"
190009851-90E,190009851,02/02/2019,PUBLIC INTOXICATION,02/02/2019 01:18:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5200 N TARRANT PKWY EB,FORT WORTH,TX,E13,,,C,3,03 BAR/NIGHT CLUB,"(32.894710638606206, -97.27124172923467)"
190009825-90E,190009825,02/01/2019,PUBLIC INTOXICATION,02/01/2019 10:09:44 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4600 ALTAMESA BLVD,FORT WORTH,TX,J14,,,C,18,18 PARKING LOT/GARAGE,"(32.64786155581465, -97.39370565304941)"
190009488-90E,190009488,02/01/2019,PUBLIC INTOXICATION,01/31/2019 10:54:48 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1200 OAKLAND BLVD,FORT WORTH,TX,G11,,,A,14,14 HOTEL/MOTEL/ETC.,"(32.75960182273512, -97.2618802608617)"
190008790-90E,190008790,01/29/2019,PUBLIC INTOXICATION,01/29/2019 07:40:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4100 PIEDMONT RD,FORT WORTH,TX,L13,West,3,C,20,20 RESIDENCE/HOME,"(32.71033688722639, -97.43759283073007)"
190008565-90E,190008565,01/29/2019,PUBLIC INTOXICATION,01/29/2019 02:17:13 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 WOOLERY ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.750187819280555, -97.35316584425466)"
